user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
B13_G17	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	100.0	0.999	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	100.0	0.999	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	59.32	11	N/A	N/A
B16_G1	d__Archaea;p__Asgardarchaeota;c__Asgardarchaeia;o__Asgardarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	58.6	11	0.51291	N/A
B20_G9	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	98.65	0.774	GCA_030587605.2	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum guaymaensis	98.65	0.774	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.78	11	N/A	N/A
B32_G17	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	37.15	11	0.88215	N/A
B34_G2	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	99.61	0.715	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	99.61	0.715	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	37.55	11	N/A	N/A
B36_G16	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.51	0.727	GCA_029258835.1	95.0	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__Freyrarchaeum;s__Freyrarchaeum sp029258835	98.51	0.727	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Freyrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.89	11	N/A	N/A
B37_G2	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	30.27	11	0.91639	N/A
B44_G1	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHQWF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	49.68	11	0.91482	N/A
B4_G2	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.18	11	0.78972	N/A
B62_G16	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	95.76	0.669	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	95.76	0.669	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.71	11	N/A	N/A
B6_G17	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLF01;s__JAHKLF01 sp029856615	GCA_029856615.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLF01;s__JAHKLF01 sp029856615	100.0	1.0	GCA_029856615.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLF01;s__JAHKLF01 sp029856615	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	57.44	11	N/A	N/A
B77_G9	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	100.0	1.0	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__JAHKLG01;s__JAHKLG01 sp029856625	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.69	11	N/A	N/A
B7_G1	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__Jordiarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Jordiarchaeia;o__Jordiarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	74.71	11	0.80528	N/A
B7_G17	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__JAHKLH01;g__JAHKLH01;s__JAHKLH01 sp029856635	GCA_029856635.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__JAHKLH01;g__JAHKLH01;s__JAHKLH01 sp029856635	100.0	1.0	GCA_029856635.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__JAHKLH01;g__JAHKLH01;s__JAHKLH01 sp029856635	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	60.53	11	N/A	N/A
B90_G9	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	99.66	0.798	GCA_029856685.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__Panguiarchaeum sp029856685	99.66	0.798	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Panguiarchaeaceae;g__Panguiarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	51.29	11	N/A	N/A
BHB10_26_Bin_164_clean	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__	taxonomic classification fully defined by topology	N/A	N/A	29.03	11	0.9632	N/A
BHB10_26_Bin_165_clean	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	taxonomic classification fully defined by topology	N/A	N/A	59.1	11	0.96959	Genome has more than 11.3% of markers with multiple hits
BHB10_26_Bin_277_clean	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification fully defined by topology	N/A	N/A	45.04	11	0.9391	N/A
BHB10_26_Bin_319	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.42	11	0.87195	N/A
BHB10_26_Bin_322	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.38	11	0.56264	N/A
BHB10_26_Bin_338	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	N/A	N/A	N/A	N/A	N/A	GCA_001940705.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	90.43	0.389	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification defined by topology and ANI	N/A	N/A	52.41	11	0.97811	N/A
BHB10_26_Bin_359	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	N/A	N/A	N/A	N/A	N/A	GCA_016839605.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp016839605	88.35	0.202	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	taxonomic classification defined by topology and ANI	N/A	N/A	49.27	11	0.98572	N/A
BHB10_26_Bin_38	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_016839995.1	95.0	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp016839995	94.54	0.435	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	N/A	49.38	11	0.99298	N/A
BHB10_2_Bin_344	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum sp016839545	GCA_016839545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum sp016839545	99.51	0.856	GCA_016839545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum sp016839545	99.51	0.856	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.62	11	N/A	N/A
BHB10_38_Bin_122	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_016839765.1, s__SOKP01 sp016839765, 95.0, 92.13, 0.577; GCA_016840545.1, s__SOKP01 sp016840545, 95.0, 90.22, 0.458	54.37	11	0.97776	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
BHB10_38_Bin_149	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__	taxonomic classification fully defined by topology	N/A	N/A	83.22	11	0.96899	N/A
BHB10_38_Bin_151	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_016839995.1	95.0	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum sp016839995	92.98	0.285	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	N/A	47.26	11	0.98515	N/A
BHB10_38_Bin_177	d__Archaea;p__Asgardarchaeota;c__Asgardarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	70.16	11	0.38396	N/A
BHB10_38_Bin_224	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.46	11	0.62814	N/A
BHB10_38_Bin_270	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification fully defined by topology	N/A	N/A	67.87	11	0.9389	N/A
BHB10_38_Bin_279	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification fully defined by topology	N/A	N/A	63.38	11	0.97087	N/A
BHB10_38_Bin_301	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification fully defined by topology	N/A	N/A	58.25	11	0.92519	N/A
BHB10_38_Bin_38	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification fully defined by topology	N/A	N/A	77.66	11	0.93984	N/A
BHB10_38_Bin_74	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.27	11	0.87263	N/A
BHB10_38_Bin_92_clean	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840405.1	95.0	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__Hermodarchaeum yapensis	87.42	0.242	d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__Hermodarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	N/A	65.47	11	0.98064	N/A
Co_bin120	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030607575	GCA_030607575.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030607575	99.89	0.899	GCA_030607575.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp030607575	99.89	0.899	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023139025.1, s__UBA460 sp023139025, 95.0, 91.88, 0.637; GCA_030668825.1, s__UBA460 sp023132955, 95.0, 91.64, 0.667; GCA_019057375.1, s__UBA460 sp002505645, 95.0, 91.63, 0.743; GCA_030608385.1, s__UBA460 sp030608385, 95.0, 90.87, 0.703; GCA_021399345.1, s__UBA460 sp021399345, 95.0, 90.76, 0.744	94.72	11	N/A	N/A
Co_bin147	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	43.09	11	0.88778	N/A
Co_bin153	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__LW40-45;s__	N/A	N/A	N/A	N/A	N/A	GCA_029856295.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__LW40-45;s__LW40-45 sp029856295	90.2	0.236	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__LW40-45;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.88	11	0.97386	N/A
Co_bin157	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013138615.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp013138615	91.63	0.339	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030642465.1, s__WTCK01 sp030642465, 95.0, 91.86, 0.403; GCA_018238375.1, s__WTCK01 sp018238375, 95.0, 90.4, 0.273; GCA_030669595.1, s__WTCK01 sp030669595, 95.0, 90.36, 0.295; GCA_019057475.1, s__WTCK01 sp019057475, 95.0, 90.27, 0.398; GCA_030612365.1, s__WTCK01 sp030612365, 95.0, 89.71, 0.263; GCA_023134215.1, s__WTCK01 sp023134215, 95.0, 87.1, 0.192	46.48	11	0.9909	N/A
Co_bin169	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp030612905	GCA_030612905.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp030612905	97.99	0.535	GCA_030612905.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp030612905	97.99	0.535	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 93.0, 0.492; GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 92.88, 0.413; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 92.49, 0.305; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 91.91, 0.423; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 91.86, 0.274; GCA_018238625.1, s__SOKP01 sp018238625, 95.0, 91.52, 0.445	51.34	11	N/A	N/A
Co_bin177	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_029856125.1, s__SOKP01 sp029856125, 95.0, 86.69, 0.158; GCA_035530895.1, s__SOKP01 sp035530895, 95.0, 86.62, 0.159; GCA_030599585.1, s__SOKP01 sp030599585, 95.0, 86.35, 0.172	61.75	11	0.97761	N/A
Co_bin235	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Prometheoarchaeum;s__Prometheoarchaeum sp030611625	GCA_030611625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Prometheoarchaeum;s__Prometheoarchaeum sp030611625	99.85	0.654	GCA_030611625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Prometheoarchaeum;s__Prometheoarchaeum sp030611625	99.85	0.654	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Prometheoarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030612265.1, s__Prometheoarchaeum sp030612265, 95.0, 88.37, 0.151	38.77	11	N/A	N/A
Co_bin241	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_029856125.1, s__SOKP01 sp029856125, 95.0, 90.27, 0.266; GCA_004375715.1, s__SOKP01 sp004375715, 95.0, 90.02, 0.243; GCA_019894855.1, s__SOKP01 sp019894855, 95.0, 89.75, 0.306; GCA_035530895.1, s__SOKP01 sp035530895, 95.0, 89.65, 0.171; GCA_030599585.1, s__SOKP01 sp030599585, 95.0, 89.55, 0.268; GCA_030615235.1, s__SOKP01 sp030615235, 95.0, 89.54, 0.161	42.26	11	0.98978	N/A
